Frequency,BORROWERS_CTY,Borrowers' country,Borrowing sector,Lending sector,VALUATION,Valuation method,Quaterlly_per_year,Total_Credit__all_Sec
Quarterly,FR,France,General government,All sectors,N,Nominal value,2022-Q1,114.6
Quarterly,FR,France,Households & NPISHs,All sectors,M,Market value,2022-Q1,66.4
Quarterly,FR,France,Non-financial corporations,All sectors,M,Market value,2022-Q1,166.5
Quarterly,FR,France,Private non-financial sector,All sectors,M,Market value,2022-Q1,232.9
Quarterly,G2,G20 economies,Non financial sector,All sectors,M,Market value,2022-Q1,261.4
Quarterly,G2,G20 economies,General government,All sectors,M,Market value,2022-Q1,97.8
Quarterly,G2,G20 economies,General government,All sectors,N,Nominal value,2022-Q1,95.6
Quarterly,G2,G20 economies,Households & NPISHs,All sectors,M,Market value,2022-Q1,63.7
Quarterly,G2,G20 economies,Non-financial corporations,All sectors,M,Market value,2022-Q1,99.9
Quarterly,G2,G20 economies,Private non-financial sector,All sectors,M,Market value,2022-Q1,163.6
Quarterly,GB,United Kingdom,Non financial sector,All sectors,M,Market value,2022-Q1,274.7
Quarterly,GB,United Kingdom,General government,All sectors,M,Market value,2022-Q1,120.5
Quarterly,GB,United Kingdom,General government,All sectors,N,Nominal value,2022-Q1,101.6
Quarterly,GB,United Kingdom,Households & NPISHs,All sectors,M,Market value,2022-Q1,84.8
Quarterly,GB,United Kingdom,Non-financial corporations,All sectors,M,Market value,2022-Q1,69.4
Quarterly,GB,United Kingdom,Private non-financial sector,All sectors,M,Market value,2022-Q1,154.2
Quarterly,GR,Greece,Non financial sector,All sectors,M,Market value,2022-Q1,312.3
Quarterly,GR,Greece,General government,All sectors,M,Market value,2022-Q1,196.1
Quarterly,GR,Greece,General government,All sectors,N,Nominal value,2022-Q1,188.3
Quarterly,GR,Greece,Households & NPISHs,All sectors,M,Market value,2022-Q1,54.0
Quarterly,GR,Greece,Non-financial corporations,All sectors,M,Market value,2022-Q1,62.1
Quarterly,GR,Greece,Private non-financial sector,All sectors,M,Market value,2022-Q1,116.2
Quarterly,HK,Hong Kong SAR,Non financial sector,All sectors,M,Market value,2022-Q1,461.9
Quarterly,HK,Hong Kong SAR,General government,All sectors,N,Nominal value,2022-Q1,81.2
Quarterly,HK,Hong Kong SAR,Households & NPISHs,All sectors,M,Market value,2022-Q1,93.9
Quarterly,HK,Hong Kong SAR,Non-financial corporations,All sectors,M,Market value,2022-Q1,286.8
Quarterly,HK,Hong Kong SAR,Private non-financial sector,All sectors,M,Market value,2022-Q1,380.6
Quarterly,HU,Hungary,Non financial sector,All sectors,M,Market value,2022-Q1,171.5
Quarterly,HU,Hungary,General government,All sectors,M,Market value,2022-Q1,71.5
Quarterly,HU,Hungary,General government,All sectors,N,Nominal value,2022-Q1,75.0
Quarterly,HU,Hungary,Households & NPISHs,All sectors,M,Market value,2022-Q1,20.3
Quarterly,HU,Hungary,Non-financial corporations,All sectors,M,Market value,2022-Q1,79.7
Quarterly,HU,Hungary,Private non-financial sector,All sectors,M,Market value,2022-Q1,100.1
Quarterly,ID,Indonesia,Non financial sector,All sectors,M,Market value,2022-Q1,81.5
Quarterly,ID,Indonesia,General government,All sectors,N,Nominal value,2022-Q1,40.3
Quarterly,ID,Indonesia,Households & NPISHs,All sectors,M,Market value,2022-Q1,16.9
Quarterly,ID,Indonesia,Non-financial corporations,All sectors,M,Market value,2022-Q1,24.4
Quarterly,ID,Indonesia,Private non-financial sector,All sectors,M,Market value,2022-Q1,41.2
Quarterly,IE,Ireland,Non financial sector,All sectors,M,Market value,2022-Q1,245.3
Quarterly,IE,Ireland,General government,All sectors,M,Market value,2022-Q1,54.3
Quarterly,IE,Ireland,General government,All sectors,N,Nominal value,2022-Q1,53.1
Quarterly,IE,Ireland,Households & NPISHs,All sectors,M,Market value,2022-Q1,29.9
Quarterly,IE,Ireland,Non-financial corporations,All sectors,M,Market value,2022-Q1,161.1
Quarterly,IE,Ireland,Private non-financial sector,All sectors,M,Market value,2022-Q1,191.0
Quarterly,IL,Israel,Non financial sector,All sectors,M,Market value,2022-Q1,185.9
Quarterly,IL,Israel,General government,All sectors,M,Market value,2022-Q1,70.9
Quarterly,IL,Israel,General government,All sectors,N,Nominal value,2022-Q1,65.4
Quarterly,IL,Israel,Households & NPISHs,All sectors,M,Market value,2022-Q1,44.2
Quarterly,IL,Israel,Non-financial corporations,All sectors,M,Market value,2022-Q1,70.9
Quarterly,IL,Israel,Private non-financial sector,All sectors,M,Market value,2022-Q1,115.0
Quarterly,IN,India,Non financial sector,All sectors,M,Market value,2022-Q1,175.2
Quarterly,IN,India,General government,All sectors,N,Nominal value,2022-Q1,84.2
Quarterly,IN,India,Households & NPISHs,All sectors,M,Market value,2022-Q1,36.8
Quarterly,IN,India,Non-financial corporations,All sectors,M,Market value,2022-Q1,54.2
Quarterly,IN,India,Private non-financial sector,All sectors,M,Market value,2022-Q1,91.0
Quarterly,IT,Italy,Non financial sector,All sectors,M,Market value,2022-Q1,275.4
Quarterly,IT,Italy,General government,All sectors,M,Market value,2022-Q1,161.2
Quarterly,IT,Italy,General government,All sectors,N,Nominal value,2022-Q1,152.0
Quarterly,IT,Italy,Households & NPISHs,All sectors,M,Market value,2022-Q1,43.0
Quarterly,IT,Italy,Non-financial corporations,All sectors,M,Market value,2022-Q1,71.2
Quarterly,IT,Italy,Private non-financial sector,All sectors,M,Market value,2022-Q1,114.2
Quarterly,JP,Japan,Non financial sector,All sectors,M,Market value,2022-Q1,424.8
Quarterly,JP,Japan,General government,All sectors,M,Market value,2022-Q1,238.2
Quarterly,JP,Japan,General government,All sectors,N,Nominal value,2022-Q1,231.2
Quarterly,JP,Japan,Households & NPISHs,All sectors,M,Market value,2022-Q1,68.8
Quarterly,JP,Japan,Non-financial corporations,All sectors,M,Market value,2022-Q1,117.7
Quarterly,JP,Japan,Private non-financial sector,All sectors,M,Market value,2022-Q1,186.6
Quarterly,KR,Korea,Non financial sector,All sectors,M,Market value,2022-Q1,267.9
Quarterly,KR,Korea,General government,All sectors,M,Market value,2022-Q1,47.2
Quarterly,KR,Korea,Households & NPISHs,All sectors,M,Market value,2022-Q1,105.4
Quarterly,KR,Korea,Non-financial corporations,All sectors,M,Market value,2022-Q1,115.2
Quarterly,KR,Korea,Private non-financial sector,All sectors,M,Market value,2022-Q1,220.7
Quarterly,LU,Luxembourg,Non financial sector,All sectors,M,Market value,2022-Q1,427.0
Quarterly,LU,Luxembourg,General government,All sectors,M,Market value,2022-Q1,22.2
Quarterly,LU,Luxembourg,General government,All sectors,N,Nominal value,2022-Q1,22.6
Quarterly,LU,Luxembourg,Households & NPISHs,All sectors,M,Market value,2022-Q1,66.9
Quarterly,LU,Luxembourg,Non-financial corporations,All sectors,M,Market value,2022-Q1,337.9
Quarterly,LU,Luxembourg,Private non-financial sector,All sectors,M,Market value,2022-Q1,404.8
Quarterly,MX,Mexico,Non financial sector,All sectors,M,Market value,2022-Q1,81.9
Quarterly,MX,Mexico,General government,All sectors,N,Nominal value,2022-Q1,41.5
Quarterly,MX,Mexico,Households & NPISHs,All sectors,M,Market value,2022-Q1,16.4
Quarterly,MX,Mexico,Non-financial corporations,All sectors,M,Market value,2022-Q1,24.1
Quarterly,MX,Mexico,Private non-financial sector,All sectors,M,Market value,2022-Q1,40.4
Quarterly,MY,Malaysia,Non financial sector,All sectors,M,Market value,2022-Q1,202.2
Quarterly,MY,Malaysia,General government,All sectors,N,Nominal value,2022-Q1,63.0
Quarterly,MY,Malaysia,Households & NPISHs,All sectors,M,Market value,2022-Q1,71.6
Quarterly,MY,Malaysia,Non-financial corporations,All sectors,M,Market value,2022-Q1,67.5
Quarterly,MY,Malaysia,Private non-financial sector,All sectors,M,Market value,2022-Q1,139.1
Quarterly,NL,Netherlands,Non financial sector,All sectors,M,Market value,2022-Q1,297.8
Quarterly,NL,Netherlands,General government,All sectors,M,Market value,2022-Q1,54.4
Quarterly,NL,Netherlands,General government,All sectors,N,Nominal value,2022-Q1,50.8
Quarterly,NL,Netherlands,Households & NPISHs,All sectors,M,Market value,2022-Q1,99.8
Quarterly,NL,Netherlands,Non-financial corporations,All sectors,M,Market value,2022-Q1,143.6
Quarterly,NL,Netherlands,Private non-financial sector,All sectors,M,Market value,2022-Q1,243.4
Quarterly,NO,Norway,Non financial sector,All sectors,M,Market value,2022-Q1,251.1
Quarterly,NO,Norway,General government,All sectors,M,Market value,2022-Q1,35.3
Quarterly,NO,Norway,General government,All sectors,N,Nominal value,2022-Q1,35.5
Quarterly,NO,Norway,Households & NPISHs,All sectors,M,Market value,2022-Q1,90.3
Quarterly,NO,Norway,Non-financial corporations,All sectors,M,Market value,2022-Q1,125.4
Quarterly,NO,Norway,Private non-financial sector,All sectors,M,Market value,2022-Q1,215.7
Quarterly,NZ,New Zealand,Non financial sector,All sectors,M,Market value,2022-Q1,218.3
Quarterly,NZ,New Zealand,General government,All sectors,N,Nominal value,2022-Q1,46.9
Quarterly,NZ,New Zealand,Households & NPISHs,All sectors,M,Market value,2022-Q1,98.6
Quarterly,NZ,New Zealand,Non-financial corporations,All sectors,M,Market value,2022-Q1,72.8
Quarterly,NZ,New Zealand,Private non-financial sector,All sectors,M,Market value,2022-Q1,171.5
Quarterly,PL,Poland,Non financial sector,All sectors,M,Market value,2022-Q1,122.9
Quarterly,PL,Poland,General government,All sectors,M,Market value,2022-Q1,48.9
Quarterly,PL,Poland,General government,All sectors,N,Nominal value,2022-Q1,52.0
Quarterly,PL,Poland,Households & NPISHs,All sectors,M,Market value,2022-Q1,31.1
Quarterly,PL,Poland,Non-financial corporations,All sectors,M,Market value,2022-Q1,42.9
Quarterly,PL,Poland,Private non-financial sector,All sectors,M,Market value,2022-Q1,73.9
Quarterly,PT,Portugal,Non financial sector,All sectors,M,Market value,2022-Q1,297.6
Quarterly,PT,Portugal,General government,All sectors,M,Market value,2022-Q1,131.7
Quarterly,PT,Portugal,General government,All sectors,N,Nominal value,2022-Q1,124.7
Quarterly,PT,Portugal,Households & NPISHs,All sectors,M,Market value,2022-Q1,64.8
Quarterly,PT,Portugal,Non-financial corporations,All sectors,M,Market value,2022-Q1,101.1
Quarterly,PT,Portugal,Private non-financial sector,All sectors,M,Market value,2022-Q1,165.9
Quarterly,RU,Russia,Non financial sector,All sectors,M,Market value,2022-Q1,118.8
Quarterly,RU,Russia,General government,All sectors,N,Nominal value,2022-Q1,17.9
Quarterly,RU,Russia,Households & NPISHs,All sectors,M,Market value,2022-Q1,21.1
Quarterly,RU,Russia,Non-financial corporations,All sectors,M,Market value,2022-Q1,79.8
Quarterly,RU,Russia,Private non-financial sector,All sectors,M,Market value,2022-Q1,100.9
Quarterly,SA,Saudi Arabia,Non financial sector,All sectors,M,Market value,2022-Q1,107.3
Quarterly,SA,Saudi Arabia,General government,All sectors,N,Nominal value,2022-Q1,28.0
Quarterly,SA,Saudi Arabia,Households & NPISHs,All sectors,M,Market value,2022-Q1,15.2
Quarterly,SA,Saudi Arabia,Non-financial corporations,All sectors,M,Market value,2022-Q1,64.2
Quarterly,SA,Saudi Arabia,Private non-financial sector,All sectors,M,Market value,2022-Q1,79.4
Quarterly,SE,Sweden,Non financial sector,All sectors,M,Market value,2022-Q1,308.6
Quarterly,SE,Sweden,General government,All sectors,M,Market value,2022-Q1,35.7
Quarterly,SE,Sweden,General government,All sectors,N,Nominal value,2022-Q1,34.8
Quarterly,SE,Sweden,Households & NPISHs,All sectors,M,Market value,2022-Q1,92.2
Quarterly,SE,Sweden,Non-financial corporations,All sectors,M,Market value,2022-Q1,180.7
Quarterly,SE,Sweden,Private non-financial sector,All sectors,M,Market value,2022-Q1,272.9
Quarterly,SG,Singapore,Non financial sector,All sectors,M,Market value,2022-Q1,372.4
Quarterly,SG,Singapore,General government,All sectors,N,Nominal value,2022-Q1,159.8
Quarterly,SG,Singapore,Households & NPISHs,All sectors,M,Market value,2022-Q1,57.1
Quarterly,SG,Singapore,Non-financial corporations,All sectors,M,Market value,2022-Q1,155.5
Quarterly,SG,Singapore,Private non-financial sector,All sectors,M,Market value,2022-Q1,212.7
Quarterly,TH,Thailand,Non financial sector,All sectors,M,Market value,2022-Q1,232.5
Quarterly,TH,Thailand,General government,All sectors,N,Nominal value,2022-Q1,53.7
Quarterly,TH,Thailand,Households & NPISHs,All sectors,M,Market value,2022-Q1,90.0
Quarterly,TH,Thailand,Non-financial corporations,All sectors,M,Market value,2022-Q1,88.8
Quarterly,TH,Thailand,Private non-financial sector,All sectors,M,Market value,2022-Q1,178.8
Quarterly,TR,Turkey,Non financial sector,All sectors,M,Market value,2022-Q1,127.1
Quarterly,TR,Turkey,General government,All sectors,M,Market value,2022-Q1,41.3
Quarterly,TR,Turkey,General government,All sectors,N,Nominal value,2022-Q1,42.0
Quarterly,TR,Turkey,Households & NPISHs,All sectors,M,Market value,2022-Q1,13.3
Quarterly,TR,Turkey,Non-financial corporations,All sectors,M,Market value,2022-Q1,72.6
Quarterly,TR,Turkey,Private non-financial sector,All sectors,M,Market value,2022-Q1,85.9
Quarterly,US,United States,Non financial sector,All sectors,M,Market value,2022-Q1,271.3
Quarterly,US,United States,General government,All sectors,M,Market value,2022-Q1,115.4
Quarterly,US,United States,General government,All sectors,N,Nominal value,2022-Q1,116.3
Quarterly,US,United States,Households & NPISHs,All sectors,M,Market value,2022-Q1,75.8
Quarterly,US,United States,Non-financial corporations,All sectors,M,Market value,2022-Q1,80.1
Quarterly,US,United States,Private non-financial sector,All sectors,M,Market value,2022-Q1,155.9
Quarterly,XM,Euro area,Non financial sector,All sectors,M,Market value,2022-Q1,272.1
Quarterly,XM,Euro area,General government,All sectors,M,Market value,2022-Q1,102.7
Quarterly,XM,Euro area,General government,All sectors,N,Nominal value,2022-Q1,95.3
Quarterly,XM,Euro area,Households & NPISHs,All sectors,M,Market value,2022-Q1,59.2
Quarterly,XM,Euro area,Non-financial corporations,All sectors,M,Market value,2022-Q1,110.1
Quarterly,XM,Euro area,Private non-financial sector,All sectors,M,Market value,2022-Q1,169.3
Quarterly,ZA,South Africa,Non financial sector,All sectors,M,Market value,2022-Q1,135.1
Quarterly,ZA,South Africa,General government,All sectors,N,Nominal value,2022-Q1,68.9
Quarterly,ZA,South Africa,Households & NPISHs,All sectors,M,Market value,2022-Q1,34.1
Quarterly,ZA,South Africa,Non-financial corporations,All sectors,M,Market value,2022-Q1,32.1
Quarterly,ZA,South Africa,Private non-financial sector,All sectors,M,Market value,2022-Q1,66.2
Quarterly,4T,Emerging market economies (aggregate),Non financial sector,All sectors,M,Market value,2022-Q2,222.6
Quarterly,4T,Emerging market economies (aggregate),General government,All sectors,N,Nominal value,2022-Q2,64.4
Quarterly,4T,Emerging market economies (aggregate),Households & NPISHs,All sectors,M,Market value,2022-Q2,48.5
Quarterly,4T,Emerging market economies (aggregate),Non-financial corporations,All sectors,M,Market value,2022-Q2,109.9
Quarterly,4T,Emerging market economies (aggregate),Private non-financial sector,All sectors,M,Market value,2022-Q2,158.4
Quarterly,5A,All reporting economies,Non financial sector,All sectors,M,Market value,2022-Q2,247.7
Quarterly,5A,All reporting economies,General government,All sectors,M,Market value,2022-Q2,88.0
Quarterly,5A,All reporting economies,General government,All sectors,N,Nominal value,2022-Q2,88.9
Quarterly,5A,All reporting economies,Households & NPISHs,All sectors,M,Market value,2022-Q2,62.2
Quarterly,5A,All reporting economies,Non-financial corporations,All sectors,M,Market value,2022-Q2,97.5
Quarterly,5A,All reporting economies,Private non-financial sector,All sectors,M,Market value,2022-Q2,159.7
Quarterly,5R,Advanced economies,Non financial sector,All sectors,M,Market value,2022-Q2,264.9
Quarterly,5R,Advanced economies,General government,All sectors,M,Market value,2022-Q2,104.3
Quarterly,5R,Advanced economies,General government,All sectors,N,Nominal value,2022-Q2,105.6
Quarterly,5R,Advanced economies,Households & NPISHs,All sectors,M,Market value,2022-Q2,71.5
Quarterly,5R,Advanced economies,Non-financial corporations,All sectors,M,Market value,2022-Q2,89.0
Quarterly,5R,Advanced economies,Private non-financial sector,All sectors,M,Market value,2022-Q2,160.6
Quarterly,AR,Argentina,Non financial sector,All sectors,M,Market value,2022-Q2,102.7
Quarterly,AR,Argentina,General government,All sectors,N,Nominal value,2022-Q2,81.9
Quarterly,AR,Argentina,Households & NPISHs,All sectors,M,Market value,2022-Q2,4.4
Quarterly,AR,Argentina,Non-financial corporations,All sectors,M,Market value,2022-Q2,16.4
Quarterly,AR,Argentina,Private non-financial sector,All sectors,M,Market value,2022-Q2,20.8
Quarterly,AT,Austria,Non financial sector,All sectors,M,Market value,2022-Q2,229.6
Quarterly,AT,Austria,General government,All sectors,M,Market value,2022-Q2,81.6
Quarterly,AT,Austria,General government,All sectors,N,Nominal value,2022-Q2,82.8
Quarterly,AT,Austria,Households & NPISHs,All sectors,M,Market value,2022-Q2,50.1
Quarterly,AT,Austria,Non-financial corporations,All sectors,M,Market value,2022-Q2,97.9
Quarterly,AT,Austria,Private non-financial sector,All sectors,M,Market value,2022-Q2,148.0
Quarterly,AU,Australia,Non financial sector,All sectors,M,Market value,2022-Q2,232.2
Quarterly,AU,Australia,General government,All sectors,M,Market value,2022-Q2,51.5
Quarterly,AU,Australia,General government,All sectors,N,Nominal value,2022-Q2,52.6
Quarterly,AU,Australia,Households & NPISHs,All sectors,M,Market value,2022-Q2,117.1
Quarterly,AU,Australia,Non-financial corporations,All sectors,M,Market value,2022-Q2,63.6
